district,municipality,age_group,pop
1056,1056050,18-25,2258
1056,1056051,18-25,84
1057,1057001,18-25,219
1057,1057002,18-25,9
1057,1057003,18-25,34
1057,1057004,18-25,22
1057,1057005,18-25,18
1057,1057006,18-25,10
1057,1057007,18-25,130
1057,1057008,18-25,127
1057,1057009,18-25,82
1057,1057010,18-25,22
1057,1057011,18-25,16
1057,1057012,18-25,36
1057,1057013,18-25,40
1057,1057015,18-25,47
1057,1057016,18-25,59
1057,1057017,18-25,16
1057,1057018,18-25,5
1057,1057020,18-25,42
1057,1057021,18-25,66
1057,1057022,18-25,51
1057,1057023,18-25,14
1057,1057024,18-25,47
1057,1057025,18-25,452
1057,1057026,18-25,11
1057,1057027,18-25,23
1057,1057028,18-25,12
1057,1057029,18-25,65
1057,1057030,18-25,57
1057,1057031,18-25,28
1057,1057032,18-25,33
1057,1057033,18-25,53
1057,1057034,18-25,13
1057,1057035,18-25,48
1057,1057037,18-25,14
1057,1057038,18-25,5
1057,1057039,18-25,34
1057,1057040,18-25,33
1057,1057041,18-25,31
1057,1057042,18-25,42
1057,1057043,18-25,249
1057,1057044,18-25,14
1057,1057045,18-25,46
1057,1057046,18-25,95
1057,1057047,18-25,21
1057,1057048,18-25,430
1057,1057049,18-25,22
1057,1057050,18-25,67
1057,1057051,18-25,225
1057,1057052,18-25,36
1057,1057053,18-25,14
1057,1057054,18-25,25
1057,1057055,18-25,98
1057,1057056,18-25,20
1057,1057057,18-25,615
1057,1057058,18-25,32
1057,1057059,18-25,32
1057,1057060,18-25,27
1057,1057062,18-25,1108
1057,1057063,18-25,121
1057,1057065,18-25,25
1057,1057066,18-25,59
1057,1057067,18-25,52
1057,1057068,18-25,65
1057,1057069,18-25,84
1057,1057070,18-25,105
1057,1057071,18-25,66
1057,1057072,18-25,32
1057,1057073,18-25,400
1057,1057074,18-25,437
1057,1057076,18-25,59
1057,1057077,18-25,103
1057,1057078,18-25,30
1057,1057079,18-25,33
1057,1057080,18-25,86
1057,1057081,18-25,16
1057,1057082,18-25,28
1057,1057083,18-25,18
1057,1057084,18-25,34
1057,1057085,18-25,266
1057,1057086,18-25,13
1057,1057087,18-25,42
1057,1057088,18-25,37
1057,1057089,18-25,9
1057,1057090,18-25,66
1057,1057091,18-25,936
1058,1058001,18-25,64
1058,1058003,18-25,150
1058,1058004,18-25,14
1058,1058005,18-25,637
1058,1058007,18-25,21
1058,1058008,18-25,56
1058,1058009,18-25,284
1058,1058010,18-25,11
1058,1058011,18-25,44
1058,1058012,18-25,111
1058,1058013,18-25,20
1058,1058014,18-25,40
1058,1058015,18-25,44
1058,1058016,18-25,11
1058,1058018,18-25,46
1058,1058019,18-25,14
1058,1058021,18-25,36
1058,1058022,18-25,509
1058,1058023,18-25,32
1058,1058024,18-25,105
1058,1058025,18-25,7
1058,1058026,18-25,74
1058,1058027,18-25,18
1058,1058028,18-25,85
1058,1058029,18-25,93
1058,1058030,18-25,58
1058,1058031,18-25,9
1058,1058032,18-25,41
1058,1058033,18-25,69
1058,1058034,18-25,676
1058,1058035,18-25,45
1058,1058036,18-25,19
1058,1058037,18-25,251
1058,1058038,18-25,48
1058,1058039,18-25,27
1058,1058040,18-25,109
1058,1058042,18-25,81
1058,1058043,18-25,1536
1058,1058044,18-25,38
1058,1058045,18-25,19
1058,1058046,18-25,34
1058,1058047,18-25,111
1058,1058048,18-25,18
1058,1058049,18-25,108
1058,1058050,18-25,136
1058,1058051,18-25,69
1058,1058052,18-25,152
1058,1058053,18-25,491
1058,1058054,18-25,440
1058,1058055,18-25,4
1058,1058056,18-25,23
1058,1058057,18-25,31
1058,1058058,18-25,499
1058,1058059,18-25,92
1058,1058061,18-25,49
1058,1058062,18-25,17
1058,1058063,18-25,12
1058,1058064,18-25,24
1058,1058065,18-25,78
1058,1058066,18-25,60
1058,1058067,18-25,187
1058,1058068,18-25,38
1058,1058069,18-25,39
1058,1058070,18-25,101
1058,1058071,18-25,35
1058,1058072,18-25,281
1058,1058073,18-25,20
1058,1058074,18-25,10
1058,1058075,18-25,6
1058,1058076,18-25,8
1058,1058077,18-25,394
1058,1058078,18-25,192
1058,1058080,18-25,76
1058,1058081,18-25,25
1058,1058082,18-25,63
1058,1058083,18-25,14
1058,1058084,18-25,25
1058,1058085,18-25,6
1058,1058086,18-25,272
1058,1058087,18-25,20
1058,1058088,18-25,20
1058,1058089,18-25,12
1058,1058090,18-25,74
1058,1058091,18-25,39
1058,1058092,18-25,875
1058,1058093,18-25,47
1058,1058094,18-25,93
1058,1058096,18-25,91
1058,1058097,18-25,42
1058,1058098,18-25,14
1058,1058099,18-25,63
1058,1058100,18-25,43
1058,1058101,18-25,26
1058,1058102,18-25,49
1058,1058103,18-25,34
1058,1058104,18-25,119
1058,1058105,18-25,106
1058,1058106,18-25,16
1058,1058107,18-25,259
1058,1058108,18-25,48
1058,1058109,18-25,34
1058,1058110,18-25,86
1058,1058111,18-25,15
1058,1058112,18-25,58
1058,1058113,18-25,56
1058,1058115,18-25,44
1058,1058116,18-25,50
1058,1058117,18-25,486
1058,1058118,18-25,94
1058,1058119,18-25,23
1058,1058120,18-25,11
1058,1058121,18-25,169
1058,1058122,18-25,41
1058,1058123,18-25,58
1058,1058124,18-25,394
1058,1058125,18-25,58
1058,1058126,18-25,48
1058,1058127,18-25,233
1058,1058128,18-25,128
1058,1058129,18-25,22
1058,1058130,18-25,104
1058,1058131,18-25,3
1058,1058132,18-25,12
1058,1058133,18-25,8
1058,1058134,18-25,26
1058,1058135,18-25,2519
1058,1058136,18-25,74
1058,1058137,18-25,191
1058,1058138,18-25,33
1058,1058139,18-25,51
1058,1058140,18-25,362
1058,1058141,18-25,24
1058,1058142,18-25,62
1058,1058143,18-25,17
1058,1058144,18-25,19
1058,1058145,18-25,34
1058,1058146,18-25,63
1058,1058147,18-25,59
1058,1058148,18-25,72
1058,1058150,18-25,162
1058,1058151,18-25,25
1058,1058152,18-25,57
1058,1058153,18-25,16
1058,1058154,18-25,22
1058,1058155,18-25,20
1058,1058156,18-25,29
1058,1058157,18-25,76
1058,1058158,18-25,5
1058,1058159,18-25,16
1058,1058160,18-25,10
1058,1058161,18-25,25
1058,1058162,18-25,34
1058,1058163,18-25,95
1058,1058164,18-25,78
1058,1058165,18-25,80
1058,1058166,18-25,91
1058,1058167,18-25,18
1058,1058168,18-25,29
1058,1058169,18-25,144
1058,1058170,18-25,186
1058,1058171,18-25,99
1058,1058172,18-25,357
1058,1058173,18-25,56
1058,1058174,18-25,32
1058,1058175,18-25,20
1059,1059001,18-25,19
1059,1059002,18-25,23
1059,1059005,18-25,59
1059,1059006,18-25,62
1059,1059008,18-25,113
1059,1059009,18-25,59
1059,1059010,18-25,122
1059,1059012,18-25,16
1059,1059018,18-25,126
1059,1059019,18-25,68
1059,1059020,18-25,40
1059,1059023,18-25,69
1059,1059024,18-25,115
1059,1059026,18-25,160
1059,1059032,18-25,35
1059,1059034,18-25,16
1059,1059035,18-25,93
1059,1059037,18-25,68
1059,1059039,18-25,82
1059,1059041,18-25,66
1059,1059042,18-25,49
1059,1059043,18-25,88
1059,1059044,18-25,204
1059,1059045,18-25,566
1059,1059049,18-25,29
1059,1059050,18-25,42
1059,1059051,18-25,35
1059,1059053,18-25,500
1059,1059055,18-25,22
1059,1059056,18-25,15
1059,1059057,18-25,88
1059,1059058,18-25,45
1059,1059060,18-25,56
1059,1059062,18-25,56
1059,1059063,18-25,55
1059,1059065,18-25,9
1059,1059067,18-25,25
1059,1059068,18-25,44
1059,1059070,18-25,12
1059,1059072,18-25,16
1059,1059073,18-25,122
1059,1059074,18-25,28
1059,1059075,18-25,2070
1059,1059076,18-25,37
1059,1059077,18-25,193
1059,1059078,18-25,57
1059,1059079,18-25,190
1059,1059080,18-25,60
1059,1059081,18-25,66
1059,1059082,18-25,58
1059,1059083,18-25,390
1059,1059084,18-25,25
1059,1059086,18-25,82
1059,1059087,18-25,69
1059,1059088,18-25,31
1059,1059090,18-25,110
1059,1059092,18-25,99
1059,1059093,18-25,31
1059,1059094,18-25,37
1059,1059095,18-25,15
1059,1059096,18-25,38
1059,1059097,18-25,42
1059,1059098,18-25,68
1059,1059101,18-25,31
1059,1059102,18-25,15
1059,1059103,18-25,44
1059,1059105,18-25,12
1059,1059106,18-25,59
1059,1059107,18-25,215
1059,1059109,18-25,39
1059,1059112,18-25,107
1059,1059113,18-25,289
1059,1059115,18-25,233
1059,1059116,18-25,132
1059,1059118,18-25,53
1059,1059120,18-25,731
1059,1059121,18-25,62
1059,1059123,18-25,56
1059,1059124,18-25,21
1059,1059126,18-25,86
1059,1059127,18-25,165
1059,1059128,18-25,31
1059,1059129,18-25,27
1059,1059131,18-25,104
1059,1059132,18-25,56
1059,1059136,18-25,13
1059,1059137,18-25,101
1059,1059138,18-25,67
1059,1059141,18-25,32
1059,1059142,18-25,25
1059,1059143,18-25,64
1059,1059144,18-25,44
1059,1059145,18-25,58
1059,1059147,18-25,4
1059,1059148,18-25,40
1059,1059149,18-25,47
1059,1059151,18-25,17
1059,1059152,18-25,6
1059,1059154,18-25,49
1059,1059155,18-25,21
1059,1059157,18-25,49
1059,1059158,18-25,191
1059,1059159,18-25,115
1059,1059161,18-25,331
1059,1059162,18-25,41
1059,1059163,18-25,18
1059,1059164,18-25,47
1059,1059167,18-25,83
1059,1059168,18-25,54
1059,1059169,18-25,34
1059,1059171,18-25,356
1059,1059173,18-25,78
1059,1059174,18-25,169
1059,1059176,18-25,160
1059,1059177,18-25,39
1059,1059178,18-25,42
1059,1059179,18-25,177
1059,1059182,18-25,120
1059,1059183,18-25,746
1059,1059184,18-25,191
1059,1059185,18-25,393
1059,1059186,18-25,179
1059,1059187,18-25,63
1059,1059188,18-25,109
1059,1059189,18-25,36
1060,1060002,18-25,205
1060,1060003,18-25,28
1060,1060004,18-25,1124
1060,1060005,18-25,1339
1060,1060006,18-25,16
1060,1060007,18-25,59
1060,1060008,18-25,42
1060,1060009,18-25,81
1060,1060010,18-25,44
1060,1060011,18-25,769
1060,1060012,18-25,236
1060,1060013,18-25,12
1060,1060014,18-25,626
1060,1060015,18-25,23
1060,1060016,18-25,56
1060,1060017,18-25,18
1060,1060018,18-25,3
1060,1060019,18-25,382
1060,1060020,18-25,133
1060,1060021,18-25,23
1060,1060022,18-25,28
1060,1060023,18-25,26
1060,1060024,18-25,48
1060,1060025,18-25,62
1060,1060026,18-25,33
1060,1060027,18-25,256
1060,1060028,18-25,130
1060,1060029,18-25,46
1060,1060030,18-25,45
1060,1060031,18-25,32
1060,1060033,18-25,24
1060,1060034,18-25,124
1060,1060035,18-25,21
1060,1060036,18-25,54
1060,1060037,18-25,18
1060,1060038,18-25,42
1060,1060039,18-25,1857
1060,1060040,18-25,97
1060,1060041,18-25,26
1060,1060042,18-25,20
1060,1060043,18-25,174
1060,1060044,18-25,1717
1060,1060045,18-25,67
1060,1060046,18-25,63
1060,1060047,18-25,259
1060,1060048,18-25,41
1060,1060049,18-25,100
1060,1060050,18-25,28
1060,1060051,18-25,27
1060,1060052,18-25,33
1060,1060053,18-25,131
1060,1060054,18-25,170
1060,1060056,18-25,11
1060,1060057,18-25,26
1060,1060058,18-25,163
1060,1060059,18-25,73
1060,1060060,18-25,38
1060,1060061,18-25,58
1060,1060062,18-25,35
1060,1060063,18-25,5091
1060,1060064,18-25,90
1060,1060065,18-25,119
1060,1060066,18-25,52
1060,1060067,18-25,111
1060,1060068,18-25,221
1060,1060069,18-25,130
1060,1060070,18-25,66
1060,1060071,18-25,20
1060,1060072,18-25,34
1060,1060073,18-25,120
1060,1060074,18-25,23
1060,1060075,18-25,134
1060,1060076,18-25,137
1060,1060077,18-25,71
1060,1060079,18-25,18
1060,1060080,18-25,18
1060,1060081,18-25,16
1060,1060082,18-25,83
1060,1060084,18-25,50
1060,1060085,18-25,224
1060,1060086,18-25,15
1060,1060087,18-25,62
1060,1060088,18-25,81
1060,1060089,18-25,385
1060,1060090,18-25,11
1060,1060091,18-25,40
1060,1060092,18-25,626
1060,1060093,18-25,36
1060,1060094,18-25,90
1060,1060095,18-25,93
1060,1060096,18-25,77
1060,1060097,18-25,58
1060,1060098,18-25,37
1060,1060099,18-25,129
1060,1060100,18-25,27
1060,1060101,18-25,58
1061,1061001,18-25,18
1061,1061002,18-25,4
1061,1061003,18-25,16
1061,1061004,18-25,13
1061,1061005,18-25,6
1061,1061006,18-25,43
1061,1061007,18-25,46
1061,1061008,18-25,14
1061,1061010,18-25,11
1061,1061011,18-25,19
1061,1061012,18-25,47
1061,1061013,18-25,11
1061,1061014,18-25,6
1061,1061015,18-25,55
1061,1061016,18-25,20
1061,1061017,18-25,75
1061,1061018,18-25,77
1061,1061019,18-25,149
1061,1061020,18-25,3
1061,1061021,18-25,7
1061,1061022,18-25,65
1061,1061023,18-25,26
1061,1061024,18-25,11
1061,1061025,18-25,22
1061,1061026,18-25,16
1061,1061027,18-25,51
1061,1061028,18-25,22
1061,1061029,18-25,878
1061,1061030,18-25,16
1061,1061031,18-25,40
1061,1061033,18-25,7
1061,1061034,18-25,117
1061,1061035,18-25,41
1061,1061036,18-25,42
1061,1061037,18-25,56
1061,1061038,18-25,9
1061,1061039,18-25,17
1061,1061040,18-25,144
1061,1061041,18-25,67
1061,1061042,18-25,485
1061,1061043,18-25,25
1061,1061044,18-25,387
1061,1061045,18-25,16
1061,1061046,18-25,2640
1061,1061047,18-25,29
1061,1061048,18-25,3
1061,1061049,18-25,625
1061,1061050,18-25,133
1061,1061052,18-25,40
1061,1061053,18-25,2
1061,1061054,18-25,20
1061,1061055,18-25,168
1061,1061056,18-25,151
1061,1061057,18-25,18
1061,1061058,18-25,11
1061,1061059,18-25,9
1061,1061060,18-25,9
1061,1061061,18-25,192
1061,1061062,18-25,5
1061,1061063,18-25,25
1061,1061064,18-25,15
1061,1061065,18-25,69
1061,1061066,18-25,28
1061,1061067,18-25,36
1061,1061068,18-25,3
1061,1061070,18-25,6
1061,1061071,18-25,31
1061,1061072,18-25,101
1061,1061073,18-25,58
1061,1061074,18-25,55
1061,1061076,18-25,4
1061,1061077,18-25,59
1061,1061078,18-25,19
1061,1061079,18-25,104
1061,1061080,18-25,12
1061,1061081,18-25,8
1061,1061082,18-25,75
1061,1061083,18-25,56
1061,1061084,18-25,19
1061,1061085,18-25,26
1061,1061086,18-25,36
1061,1061087,18-25,57
1061,1061088,18-25,26
1061,1061089,18-25,8
1061,1061091,18-25,58
1061,1061092,18-25,36
1061,1061093,18-25,19
1061,1061095,18-25,58
1061,1061096,18-25,34
1061,1061097,18-25,187
1061,1061098,18-25,12
1061,1061100,18-25,9
1061,1061101,18-25,52
1061,1061102,18-25,13
1061,1061103,18-25,5
1061,1061104,18-25,53
1061,1061105,18-25,89
1061,1061106,18-25,17
1061,1061107,18-25,139
1061,1061108,18-25,15
1061,1061109,18-25,27
1061,1061110,18-25,110
1061,1061111,18-25,0
1061,1061112,18-25,9
1061,1061113,18-25,308
1061,1061114,18-25,18
1061,1061115,18-25,19
1061,1061116,18-25,150
1061,1061117,18-25,30
1061,1061118,18-25,97
1061,1061119,18-25,41
1062,1062001,18-25,2235
1062,1062003,18-25,51
1062,1062004,18-25,2027
1062,1062005,18-25,185
1062,1062006,18-25,1078
1062,1062008,18-25,59
1062,1062009,18-25,761
1062,1062011,18-25,63
1062,1062014,18-25,171
1062,1062016,18-25,176
1062,1062018,18-25,1126
1062,1062019,18-25,65
1062,1062020,18-25,32
1062,1062021,18-25,95
1062,1062022,18-25,104
1062,1062023,18-25,545
1062,1062025,18-25,98
1062,1062026,18-25,30
1062,1062027,18-25,88
1062,1062031,18-25,39
1062,1062032,18-25,34
1062,1062033,18-25,4
1062,1062035,18-25,269
1062,1062036,18-25,112
1062,1062039,18-25,57
1062,1062040,18-25,16
1062,1062045,18-25,222
1062,1062046,18-25,54
1062,1062048,18-25,43
1062,1062050,18-25,29
1062,1062051,18-25,34
1062,1062053,18-25,532
1062,1062056,18-25,75
1062,1062058,18-25,11
1062,1062059,18-25,46
1062,1062060,18-25,1738
1062,1062061,18-25,722
1062,1062062,18-25,95
1062,1062065,18-25,87
1062,1062069,18-25,166
1062,1062071,18-25,125
1062,1062076,18-25,370
1062,1062078,18-25,66
1062,1062081,18-25,152
1062,1062082,18-25,569
1062,1062083,18-25,61
1062,1062086,18-25,80
1062,1062087,18-25,104
1062,1062088,18-25,132
1062,1062089,18-25,101
1062,1062090,18-25,643
1062,1062091,18-25,175
1062,1062092,18-25,130
1062,1062093,18-25,36
1062,1062094,18-25,107
3151,3151001,18-25,123
3151,3151002,18-25,67
3151,3151003,18-25,59
3151,3151004,18-25,66
3151,3151005,18-25,230
3151,3151006,18-25,353
3151,3151007,18-25,83
3151,3151008,18-25,182
3151,3151009,18-25,3299
3151,3151010,18-25,158
3151,3151011,18-25,322
3151,3151012,18-25,167
3151,3151013,18-25,501
3151,3151014,18-25,135
3151,3151015,18-25,284
3151,3151016,18-25,552
3151,3151017,18-25,673
3151,3151018,18-25,399
3151,3151019,18-25,86
3151,3151020,18-25,121
3151,3151021,18-25,150
3151,3151022,18-25,167
3151,3151023,18-25,156
3151,3151024,18-25,383
3151,3151025,18-25,842
3151,3151026,18-25,59
3151,3151027,18-25,454
3151,3151028,18-25,55
3151,3151029,18-25,72
3151,3151030,18-25,98
3151,3151031,18-25,88
3151,3151032,18-25,111
3151,3151033,18-25,121
3151,3151034,18-25,210
3151,3151035,18-25,111
3151,3151036,18-25,292
3151,3151037,18-25,136
3151,3151038,18-25,391
3151,3151039,18-25,165
3151,3151040,18-25,906
3151,3151041,18-25,97
3151,3151501,18-25,845
3153,3153002,18-25,1301
3153,3153008,18-25,555
3153,3153012,18-25,1383
3153,3153016,18-25,311
3153,3153017,18-25,3553
3153,3153018,18-25,2481
3153,3153019,18-25,1004
3153,3153504,18-25,5338
3154,3154001,18-25,129
3154,3154002,18-25,31
3154,3154004,18-25,172
3154,3154005,18-25,61
3154,3154006,18-25,31
3154,3154007,18-25,67
3154,3154008,18-25,136
3154,3154009,18-25,151
3154,3154012,18-25,78
3154,3154013,18-25,1110
3154,3154014,18-25,771
3154,3154015,18-25,47
3154,3154016,18-25,41
3154,3154017,18-25,40
3154,3154018,18-25,41
3154,3154019,18-25,797
3154,3154021,18-25,120
3154,3154022,18-25,48
3154,3154024,18-25,297
3154,3154025,18-25,54
3154,3154026,18-25,55
3154,3154027,18-25,122
3154,3154028,18-25,1855
3154,3154501,18-25,927
3154,3154502,18-25,927
3154,3154503,18-25,927
3154,3154504,18-25,927
3154,3154506,18-25,927
3155,3155001,18-25,771
3155,3155002,18-25,195
3155,3155003,18-25,743
3155,3155005,18-25,522
3155,3155006,18-25,416
3155,3155007,18-25,493
3155,3155009,18-25,497
3155,3155010,18-25,560
3155,3155011,18-25,2210
3155,3155012,18-25,944
3155,3155013,18-25,2097
3155,3155501,18-25,3054
3157,3157001,18-25,888
3157,3157002,18-25,677
3157,3157005,18-25,938
3157,3157006,18-25,3927
3157,3157007,18-25,1099
3157,3157008,18-25,686
3157,3157009,18-25,1509
3158,3158002,18-25,178
3158,3158004,18-25,189
3158,3158005,18-25,64
3158,3158006,18-25,851
3158,3158007,18-25,41
3158,3158008,18-25,209
3158,3158009,18-25,93
3158,3158010,18-25,52
3158,3158011,18-25,127
3158,3158012,18-25,58
3158,3158013,18-25,82
3158,3158014,18-25,94
3158,3158016,18-25,118
3158,3158017,18-25,38
3158,3158018,18-25,90
3158,3158019,18-25,67
3158,3158021,18-25,135
3158,3158022,18-25,45
3158,3158023,18-25,46
3158,3158025,18-25,26
3158,3158027,18-25,418
3158,3158028,18-25,72
3158,3158030,18-25,433
3158,3158031,18-25,52
3158,3158032,18-25,50
3158,3158033,18-25,52
3158,3158035,18-25,54
3158,3158036,18-25,101
3158,3158037,18-25,4319
3158,3158038,18-25,183
3158,3158039,18-25,575
3158,3158040,18-25,186
3158,3158501,18-25,882
3158,3158502,18-25,882
3158,3158503,18-25,882
3159,3159001,18-25,446
3159,3159002,18-25,492
3159,3159003,18-25,652
3159,3159004,18-25,451
3159,3159005,18-25,169
3159,3159006,18-25,56
3159,3159007,18-25,930
3159,3159008,18-25,38
3159,3159009,18-25,309
3159,3159010,18-25,1463
3159,3159011,18-25,152
3159,3159012,18-25,29
3159,3159013,18-25,1009
3159,3159014,18-25,280
3159,3159015,18-25,676
3159,3159016,18-25,15885
3159,3159017,18-25,2266
3159,3159018,18-25,245
3159,3159019,18-25,902
3159,3159020,18-25,60
3159,3159021,18-25,58
3159,3159022,18-25,60
3159,3159023,18-25,77
3159,3159024,18-25,119
3159,3159025,18-25,68
3159,3159026,18-25,1489
3159,3159027,18-25,152
3159,3159028,18-25,53
3159,3159029,18-25,907
3159,3159030,18-25,65
3159,3159031,18-25,136
3159,3159032,18-25,115
3159,3159033,18-25,128
3159,3159034,18-25,487
3159,3159035,18-25,88
3159,3159036,18-25,251
3159,3159037,18-25,33
3159,3159038,18-25,49
3159,3159039,18-25,135
3159,3159501,18-25,1878
3241,3241001,18-25,49226
3241,3241002,18-25,2393
3241,3241003,18-25,2070
3241,3241004,18-25,1374
3241,3241005,18-25,4730
3241,3241006,18-25,952
3241,3241007,18-25,1221
3241,3241008,18-25,1417
3241,3241009,18-25,2955
3241,3241010,18-25,3964
3241,3241011,18-25,3493
3241,3241012,18-25,3209
3241,3241013,18-25,970
3241,3241014,18-25,1780
3241,3241015,18-25,2525
3241,3241016,18-25,1657
3241,3241017,18-25,1975
3241,3241018,18-25,1495
3241,3241019,18-25,2051
3241,3241020,18-25,932
3241,3241021,18-25,3086
3251,3251001,18-25,74
3251,3251002,18-25,208
3251,3251003,18-25,96
3251,3251004,18-25,85
3251,3251005,18-25,515
3251,3251006,18-25,74
3251,3251007,18-25,1191
3251,3251008,18-25,80
3251,3251009,18-25,74
3251,3251011,18-25,24
3251,3251012,18-25,1391
3251,3251013,18-25,225
3251,3251014,18-25,80
3251,3251015,18-25,126
3251,3251017,18-25,150
3251,3251018,18-25,17
3251,3251019,18-25,50
3251,3251020,18-25,63
3251,3251021,18-25,146
3251,3251022,18-25,102
3251,3251023,18-25,255
3251,3251024,18-25,37
3251,3251025,18-25,58
3251,3251026,18-25,192
3251,3251027,18-25,86
3251,3251028,18-25,69
3251,3251029,18-25,38
3251,3251030,18-25,187
3251,3251031,18-25,66
3251,3251032,18-25,88
3251,3251033,18-25,218
3251,3251034,18-25,100
3251,3251035,18-25,22
3251,3251036,18-25,72
3251,3251037,18-25,2270
3251,3251038,18-25,75
3251,3251040,18-25,994
3251,3251041,18-25,1789
3251,3251042,18-25,1048
3251,3251043,18-25,100
3251,3251044,18-25,550
3251,3251045,18-25,59
3251,3251046,18-25,134
3251,3251047,18-25,2126
3251,3251049,18-25,682
3252,3252001,18-25,735
3252,3252002,18-25,1241
3252,3252003,18-25,1161
3252,3252004,18-25,478
3252,3252005,18-25,616
3252,3252006,18-25,4326
3252,3252007,18-25,1271
3252,3252008,18-25,630
3254,3254002,18-25,1370
3254,3254003,18-25,598
3254,3254005,18-25,897
3254,3254008,18-25,734
3254,3254011,18-25,461
3254,3254013,18-25,191
3254,3254014,18-25,656
3254,3254017,18-25,751
3254,3254020,18-25,850
3254,3254021,18-25,10602
3254,3254022,18-25,458
3254,3254026,18-25,845
3254,3254028,18-25,1412
3254,3254029,18-25,623
3254,3254032,18-25,558
3254,3254041,18-25,327
3254,3254042,18-25,313
3254,3254043,18-25,807
3254,3254044,18-25,380
3254,3254045,18-25,403
3255,3255001,18-25,26
3255,3255002,18-25,271
3255,3255003,18-25,376
3255,3255004,18-25,206
3255,3255005,18-25,46
3255,3255007,18-25,106
3255,3255008,18-25,542
3255,3255009,18-25,26
3255,3255010,18-25,59
3255,3255012,18-25,76
3255,3255013,18-25,217
3255,3255014,18-25,56
3255,3255015,18-25,47
3255,3255016,18-25,97
3255,3255017,18-25,133
3255,3255018,18-25,37
3255,3255019,18-25,51
3255,3255020,18-25,22
3255,3255021,18-25,30
3255,3255022,18-25,37
3255,3255023,18-25,1854
3255,3255025,18-25,73
3255,3255026,18-25,152
3255,3255027,18-25,53
3255,3255028,18-25,26
3255,3255030,18-25,58
3255,3255031,18-25,83
3255,3255032,18-25,26
3255,3255033,18-25,55
3255,3255034,18-25,437
3255,3255035,18-25,19
3255,3255036,18-25,27
3255,3255501,18-25,578
3255,3255502,18-25,578
3255,3255503,18-25,578
3255,3255504,18-25,578
3255,3255505,18-25,578
3255,3255506,18-25,578
3255,3255508,18-25,578
3256,3256001,18-25,128
3256,3256002,18-25,60
3256,3256003,18-25,148
3256,3256004,18-25,278
3256,3256005,18-25,132
3256,3256006,18-25,114
3256,3256007,18-25,285
3256,3256008,18-25,36
3256,3256009,18-25,39
3256,3256010,18-25,131
3256,3256011,18-25,120
3256,3256012,18-25,129
3256,3256013,18-25,150
3256,3256014,18-25,284
3256,3256015,18-25,68
3256,3256016,18-25,174
3256,3256017,18-25,176
3256,3256018,18-25,131
3256,3256019,18-25,293
3256,3256020,18-25,58
3256,3256021,18-25,335
3256,3256022,18-25,2680
3256,3256023,18-25,114
3256,3256024,18-25,126
3256,3256025,18-25,722
3256,3256026,18-25,214
3256,3256027,18-25,86
3256,3256028,18-25,69
3256,3256029,18-25,183
3256,3256030,18-25,371
3256,3256031,18-25,88
3256,3256032,18-25,557
3256,3256033,18-25,382
3256,3256034,18-25,221
3256,3256035,18-25,45
3256,3256036,18-25,187
3257,3257001,18-25,66
3257,3257002,18-25,176
3257,3257003,18-25,452
3257,3257004,18-25,100
3257,3257005,18-25,162
3257,3257006,18-25,724
3257,3257007,18-25,100
3257,3257008,18-25,54
3257,3257009,18-25,1432
3257,3257010,18-25,346
3257,3257011,18-25,159
3257,3257012,18-25,92
3257,3257013,18-25,132
3257,3257014,18-25,135
3257,3257015,18-25,72
3257,3257016,18-25,139
3257,3257017,18-25,57
3257,3257018,18-25,310
3257,3257019,18-25,121
3257,3257020,18-25,338
3257,3257021,18-25,82
3257,3257022,18-25,101
3257,3257023,18-25,147
3257,3257024,18-25,52
3257,3257025,18-25,158
3257,3257026,18-25,336
3257,3257027,18-25,47
3257,3257028,18-25,708
3257,3257029,18-25,62
3257,3257030,18-25,87
3257,3257031,18-25,1861
3257,3257032,18-25,487
3257,3257033,18-25,156
3257,3257034,18-25,121
3257,3257035,18-25,1748
3257,3257036,18-25,89
3257,3257037,18-25,75
3257,3257038,18-25,85
3351,3351001,18-25,154
3351,3351002,18-25,128
3351,3351003,18-25,80
3351,3351004,18-25,1059
3351,3351005,18-25,132
3351,3351006,18-25,5200
3351,3351007,18-25,231
3351,3351008,18-25,148
3351,3351010,18-25,381
3351,3351012,18-25,723
3351,3351015,18-25,103
3351,3351016,18-25,414
3351,3351017,18-25,170
3351,3351018,18-25,421
3351,3351021,18-25,498
3351,3351022,18-25,280
3351,3351023,18-25,640
3351,3351024,18-25,823
3351,3351025,18-25,449
3351,3351026,18-25,809
3351,3351501,18-25,58
3352,3352002,18-25,44
3352,3352004,18-25,46
3352,3352008,18-25,78
3352,3352011,18-25,3247
3352,3352020,18-25,218
3352,3352022,18-25,670
3352,3352024,18-25,85
3352,3352025,18-25,77
3352,3352029,18-25,244
3352,3352032,18-25,1126
3352,3352036,18-25,52
3352,3352038,18-25,89
3352,3352039,18-25,74
3352,3352041,18-25,72
3352,3352042,18-25,98
3352,3352043,18-25,46
3352,3352044,18-25,143
3352,3352045,18-25,35
3352,3352046,18-25,491
3352,3352050,18-25,943
3352,3352051,18-25,59
3352,3352052,18-25,40
3352,3352055,18-25,155
3352,3352056,18-25,217
3352,3352059,18-25,1017
3352,3352060,18-25,788
3352,3352061,18-25,1091
3352,3352062,18-25,2059
3352,3352063,18-25,338
3353,3353001,18-25,125
