district,municipality,age_group,pop
3353,3353002,18-25,125
3353,3353003,18-25,141
3353,3353004,18-25,103
3353,3353005,18-25,2752
3353,3353006,18-25,82
3353,3353007,18-25,284
3353,3353008,18-25,37
3353,3353009,18-25,196
3353,3353010,18-25,100
3353,3353011,18-25,87
3353,3353012,18-25,95
3353,3353013,18-25,68
3353,3353014,18-25,68
3353,3353015,18-25,155
3353,3353016,18-25,389
3353,3353017,18-25,55
3353,3353018,18-25,169
3353,3353019,18-25,288
3353,3353020,18-25,552
3353,3353021,18-25,86
3353,3353022,18-25,42
3353,3353023,18-25,246
3353,3353024,18-25,114
3353,3353025,18-25,162
3353,3353026,18-25,1682
3353,3353027,18-25,125
3353,3353028,18-25,75
3353,3353029,18-25,873
3353,3353030,18-25,361
3353,3353031,18-25,2657
3353,3353032,18-25,866
3353,3353033,18-25,257
3353,3353034,18-25,161
3353,3353035,18-25,1199
3353,3353036,18-25,49
3353,3353037,18-25,48
3353,3353038,18-25,81
3353,3353039,18-25,82
3353,3353040,18-25,2553
3353,3353041,18-25,130
3353,3353042,18-25,110
3354,3354001,18-25,112
3354,3354002,18-25,147
3354,3354003,18-25,15
3354,3354004,18-25,584
3354,3354005,18-25,48
3354,3354006,18-25,35
3354,3354007,18-25,27
3354,3354008,18-25,70
3354,3354009,18-25,261
3354,3354010,18-25,18
3354,3354011,18-25,56
3354,3354012,18-25,43
3354,3354013,18-25,80
3354,3354014,18-25,33
3354,3354015,18-25,61
3354,3354016,18-25,36
3354,3354017,18-25,66
3354,3354018,18-25,709
3354,3354019,18-25,62
3354,3354020,18-25,30
3354,3354021,18-25,27
3354,3354022,18-25,69
3354,3354023,18-25,46
3354,3354024,18-25,46
3354,3354025,18-25,59
3354,3354026,18-25,172
3354,3354027,18-25,75
3354,3354501,18-25,493
3354,3354502,18-25,493
3355,3355001,18-25,689
3355,3355002,18-25,307
3355,3355003,18-25,107
3355,3355004,18-25,523
3355,3355005,18-25,178
3355,3355006,18-25,59
3355,3355007,18-25,120
3355,3355008,18-25,76
3355,3355009,18-25,651
3355,3355010,18-25,20
3355,3355011,18-25,245
3355,3355012,18-25,132
3355,3355013,18-25,249
3355,3355014,18-25,229
3355,3355015,18-25,85
3355,3355016,18-25,188
3355,3355017,18-25,147
3355,3355018,18-25,61
3355,3355019,18-25,173
3355,3355020,18-25,142
3355,3355021,18-25,35
3355,3355022,18-25,8188
3355,3355023,18-25,56
3355,3355024,18-25,262
3355,3355025,18-25,68
3355,3355026,18-25,179
3355,3355027,18-25,77
3355,3355028,18-25,131
3355,3355029,18-25,65
3355,3355030,18-25,106
3355,3355031,18-25,523
3355,3355032,18-25,133
3355,3355033,18-25,242
3355,3355034,18-25,92
3355,3355035,18-25,149
3355,3355036,18-25,73
3355,3355037,18-25,33
3355,3355038,18-25,44
3355,3355039,18-25,165
3355,3355040,18-25,113
3355,3355041,18-25,146
3355,3355042,18-25,106
3355,3355049,18-25,277
3356,3356001,18-25,94
3356,3356002,18-25,628
3356,3356003,18-25,452
3356,3356004,18-25,64
3356,3356005,18-25,1159
3356,3356006,18-25,53
3356,3356007,18-25,2396
3356,3356008,18-25,897
3356,3356009,18-25,1396
3356,3356010,18-25,212
3356,3356011,18-25,537
3357,3357001,18-25,110
3357,3357002,18-25,78
3357,3357003,18-25,78
3357,3357004,18-25,111
3357,3357005,18-25,86
3357,3357006,18-25,176
3357,3357007,18-25,85
3357,3357008,18-25,1425
3357,3357009,18-25,108
3357,3357010,18-25,51
3357,3357011,18-25,56
3357,3357012,18-25,79
3357,3357013,18-25,150
3357,3357014,18-25,53
3357,3357015,18-25,191
3357,3357016,18-25,673
3357,3357017,18-25,19
3357,3357018,18-25,173
3357,3357019,18-25,33
3357,3357020,18-25,91
3357,3357021,18-25,395
3357,3357022,18-25,56
3357,3357023,18-25,62
3357,3357024,18-25,73
3357,3357025,18-25,105
3357,3357026,18-25,84
3357,3357027,18-25,92
3357,3357028,18-25,118
3357,3357029,18-25,41
3357,3357030,18-25,78
3357,3357031,18-25,85
3357,3357032,18-25,61
3357,3357033,18-25,165
3357,3357034,18-25,29
3357,3357035,18-25,147
3357,3357036,18-25,90
3357,3357037,18-25,128
3357,3357038,18-25,94
3357,3357039,18-25,1913
3357,3357040,18-25,60
3357,3357041,18-25,1089
3357,3357042,18-25,197
3357,3357043,18-25,277
3357,3357044,18-25,447
3357,3357045,18-25,510
3357,3357046,18-25,50
3357,3357047,18-25,354
3357,3357048,18-25,87
3357,3357049,18-25,56
3357,3357050,18-25,69
3357,3357051,18-25,717
3357,3357052,18-25,88
3357,3357053,18-25,44
3357,3357054,18-25,51
3357,3357055,18-25,153
3357,3357056,18-25,61
3357,3357057,18-25,1166
3358,3358001,18-25,109
3358,3358002,18-25,492
3358,3358003,18-25,48
3358,3358005,18-25,143
3358,3358006,18-25,51
3358,3358007,18-25,82
3358,3358008,18-25,881
3358,3358009,18-25,35
3358,3358010,18-25,73
3358,3358011,18-25,58
3358,3358012,18-25,51
3358,3358013,18-25,58
3358,3358014,18-25,253
3358,3358015,18-25,188
3358,3358016,18-25,1345
3358,3358017,18-25,407
3358,3358018,18-25,194
3358,3358019,18-25,1299
3358,3358020,18-25,429
3358,3358021,18-25,1607
3358,3358023,18-25,317
3358,3358024,18-25,2271
3358,3358501,18-25,367
3359,3359001,18-25,95
3359,3359002,18-25,418
3359,3359003,18-25,298
3359,3359004,18-25,73
3359,3359005,18-25,211
3359,3359006,18-25,211
3359,3359007,18-25,157
3359,3359008,18-25,70
3359,3359009,18-25,64
3359,3359010,18-25,3187
3359,3359011,18-25,158
3359,3359012,18-25,109
3359,3359013,18-25,884
3359,3359014,18-25,73
3359,3359015,18-25,59
3359,3359016,18-25,96
3359,3359017,18-25,440
3359,3359018,18-25,121
3359,3359019,18-25,26
3359,3359020,18-25,120
3359,3359021,18-25,82
3359,3359022,18-25,248
3359,3359023,18-25,1064
3359,3359024,18-25,118
3359,3359025,18-25,404
3359,3359026,18-25,235
3359,3359027,18-25,457
3359,3359028,18-25,827
3359,3359029,18-25,37
3359,3359030,18-25,31
3359,3359031,18-25,376
3359,3359032,18-25,64
3359,3359033,18-25,55
3359,3359034,18-25,110
3359,3359035,18-25,66
3359,3359036,18-25,199
3359,3359037,18-25,163
3359,3359038,18-25,3886
3359,3359039,18-25,91
3359,3359040,18-25,227
3360,3360001,18-25,103
3360,3360002,18-25,569
3360,3360003,18-25,63
3360,3360004,18-25,484
3360,3360005,18-25,246
3360,3360006,18-25,398
3360,3360007,18-25,58
3360,3360008,18-25,39
3360,3360009,18-25,72
3360,3360010,18-25,62
3360,3360011,18-25,105
3360,3360012,18-25,49
3360,3360013,18-25,77
3360,3360014,18-25,47
3360,3360015,18-25,97
3360,3360016,18-25,31
3360,3360017,18-25,57
3360,3360018,18-25,130
3360,3360019,18-25,62
3360,3360020,18-25,66
3360,3360022,18-25,53
3360,3360023,18-25,494
3360,3360024,18-25,154
3360,3360025,18-25,2610
3360,3360026,18-25,49
3360,3360029,18-25,156
3360,3360030,18-25,432
3361,3361001,18-25,2107
3361,3361002,18-25,220
3361,3361003,18-25,659
3361,3361004,18-25,90
3361,3361005,18-25,726
3361,3361006,18-25,1072
3361,3361008,18-25,1075
3361,3361009,18-25,1094
3361,3361010,18-25,169
3361,3361012,18-25,2372
3361,3361013,18-25,626
3451,3451001,18-25,897
3451,3451002,18-25,1944
3451,3451004,18-25,1652
3451,3451005,18-25,1452
3451,3451007,18-25,1893
3451,3451008,18-25,1234
3452,3452001,18-25,3419
3452,3452002,18-25,68
3452,3452003,18-25,251
3452,3452006,18-25,1060
3452,3452007,18-25,683
3452,3452008,18-25,358
3452,3452009,18-25,29
3452,3452010,18-25,82
3452,3452011,18-25,499
3452,3452012,18-25,980
3452,3452013,18-25,143
3452,3452014,18-25,935
3452,3452015,18-25,158
3452,3452016,18-25,48
3452,3452017,18-25,202
3452,3452019,18-25,1892
3452,3452020,18-25,541
3452,3452021,18-25,215
3452,3452022,18-25,184
3452,3452023,18-25,1635
3452,3452024,18-25,342
3452,3452025,18-25,1019
3452,3452026,18-25,74
3452,3452027,18-25,276
3452,3452501,18-25,1783
3453,3453001,18-25,1046
3453,3453002,18-25,728
3453,3453003,18-25,610
3453,3453004,18-25,3309
3453,3453005,18-25,1321
3453,3453006,18-25,841
3453,3453007,18-25,2071
3453,3453008,18-25,1446
3453,3453009,18-25,649
3453,3453010,18-25,469
3453,3453011,18-25,1206
3453,3453012,18-25,847
3453,3453013,18-25,1191
3454,3454001,18-25,69
3454,3454002,18-25,177
3454,3454003,18-25,139
3454,3454004,18-25,88
3454,3454005,18-25,231
3454,3454006,18-25,62
3454,3454007,18-25,142
3454,3454008,18-25,475
3454,3454009,18-25,78
3454,3454010,18-25,775
3454,3454011,18-25,513
3454,3454012,18-25,395
3454,3454013,18-25,80
3454,3454014,18-25,929
3454,3454015,18-25,90
3454,3454016,18-25,56
3454,3454017,18-25,61
3454,3454018,18-25,2002
3454,3454019,18-25,1068
3454,3454020,18-25,217
3454,3454021,18-25,384
3454,3454022,18-25,72
3454,3454023,18-25,55
3454,3454024,18-25,104
3454,3454025,18-25,144
3454,3454026,18-25,388
3454,3454027,18-25,89
3454,3454028,18-25,119
3454,3454029,18-25,519
3454,3454030,18-25,78
3454,3454031,18-25,210
3454,3454032,18-25,4503
3454,3454033,18-25,259
3454,3454034,18-25,125
3454,3454035,18-25,2853
3454,3454036,18-25,107
3454,3454037,18-25,121
3454,3454038,18-25,43
3454,3454039,18-25,83
3454,3454040,18-25,82
3454,3454041,18-25,3148
3454,3454042,18-25,85
3454,3454043,18-25,72
3454,3454044,18-25,338
3454,3454045,18-25,646
3454,3454046,18-25,198
3454,3454047,18-25,799
3454,3454048,18-25,122
3454,3454049,18-25,849
3454,3454050,18-25,81
3454,3454051,18-25,395
3454,3454052,18-25,130
3454,3454053,18-25,144
3454,3454054,18-25,838
3454,3454055,18-25,122
3454,3454056,18-25,111
3454,3454057,18-25,899
3454,3454058,18-25,111
3454,3454059,18-25,56
3454,3454060,18-25,88
3455,3455007,18-25,962
3455,3455014,18-25,654
3455,3455015,18-25,1438
3455,3455020,18-25,614
3455,3455021,18-25,101
3455,3455025,18-25,661
3455,3455026,18-25,1739
3455,3455027,18-25,880
3456,3456001,18-25,1122
3456,3456002,18-25,598
3456,3456003,18-25,38
3456,3456004,18-25,58
3456,3456005,18-25,129
3456,3456006,18-25,36
3456,3456007,18-25,51
3456,3456008,18-25,54
3456,3456009,18-25,240
3456,3456010,18-25,43
3456,3456011,18-25,135
3456,3456012,18-25,208
3456,3456013,18-25,75
3456,3456014,18-25,755
3456,3456015,18-25,4268
3456,3456016,18-25,42
3456,3456017,18-25,82
3456,3456018,18-25,42
3456,3456019,18-25,191
3456,3456020,18-25,48
3456,3456023,18-25,384
3456,3456024,18-25,33
3456,3456025,18-25,1095
3456,3456026,18-25,125
3456,3456027,18-25,1122
3457,3457002,18-25,341
3457,3457003,18-25,62
3457,3457006,18-25,203
3457,3457008,18-25,150
3457,3457009,18-25,82
3457,3457010,18-25,337
3457,3457011,18-25,163
3457,3457012,18-25,258
3457,3457013,18-25,2899
3457,3457014,18-25,1984
3457,3457015,18-25,143
3457,3457016,18-25,117
3457,3457017,18-25,912
3457,3457018,18-25,1394
3457,3457019,18-25,61
3457,3457020,18-25,1012
3457,3457021,18-25,1301
3457,3457022,18-25,1721
3457,3457024,18-25,580
3457,3457501,18-25,1876
3458,3458001,18-25,58
3458,3458002,18-25,58
3458,3458003,18-25,498
3458,3458004,18-25,100
3458,3458005,18-25,2171
3458,3458006,18-25,63
3458,3458007,18-25,1595
3458,3458008,18-25,294
3458,3458009,18-25,966
3458,3458010,18-25,1371
3458,3458011,18-25,58
3458,3458012,18-25,53
3458,3458013,18-25,1116
3458,3458014,18-25,1541
3458,3458015,18-25,30
3459,3459001,18-25,328
3459,3459002,18-25,618
3459,3459003,18-25,1210
3459,3459004,18-25,781
3459,3459005,18-25,722
3459,3459006,18-25,536
3459,3459007,18-25,396
3459,3459008,18-25,1037
3459,3459009,18-25,280
3459,3459010,18-25,739
3459,3459011,18-25,216
3459,3459012,18-25,1041
3459,3459013,18-25,993
3459,3459014,18-25,2721
3459,3459015,18-25,823
3459,3459016,18-25,160
3459,3459017,18-25,762
3459,3459018,18-25,257
3459,3459019,18-25,2321
3459,3459020,18-25,1080
3459,3459021,18-25,757
3459,3459022,18-25,809
3459,3459023,18-25,162
3459,3459024,18-25,3628
3459,3459025,18-25,206
3459,3459026,18-25,320
3459,3459027,18-25,364
3459,3459028,18-25,222
3459,3459029,18-25,732
3459,3459030,18-25,1188
3459,3459031,18-25,289
3459,3459032,18-25,142
3459,3459033,18-25,1866
3459,3459034,18-25,609
3460,3460001,18-25,568
3460,3460002,18-25,1429
3460,3460003,18-25,1174
3460,3460004,18-25,934
3460,3460005,18-25,577
3460,3460006,18-25,2465
3460,3460007,18-25,799
3460,3460008,18-25,909
3460,3460009,18-25,3858
3460,3460010,18-25,923
3461,3461001,18-25,498
3461,3461002,18-25,1232
3461,3461003,18-25,420
3461,3461004,18-25,787
3461,3461005,18-25,485
3461,3461006,18-25,529
3461,3461007,18-25,2062
3461,3461008,18-25,423
3461,3461009,18-25,552
3462,3462001,18-25,140
3462,3462002,18-25,78
3462,3462003,18-25,547
3462,3462004,18-25,71
3462,3462005,18-25,716
3462,3462006,18-25,140
3462,3462007,18-25,147
3462,3462008,18-25,55
3462,3462009,18-25,55
3462,3462010,18-25,69
3462,3462011,18-25,96
3462,3462012,18-25,64
3462,3462013,18-25,58
3462,3462014,18-25,123
3462,3462015,18-25,124
3462,3462016,18-25,45
3462,3462017,18-25,45
3462,3462018,18-25,200
3462,3462019,18-25,1544
5154,5154004,18-25,919
5154,5154008,18-25,2548
5154,5154012,18-25,2503
5154,5154016,18-25,2599
5154,5154020,18-25,795
5154,5154024,18-25,1107
5154,5154028,18-25,850
5154,5154032,18-25,2214
5154,5154036,18-25,5404
5154,5154040,18-25,865
5154,5154044,18-25,1708
5154,5154048,18-25,438
5154,5154052,18-25,1410
5154,5154056,18-25,631
5154,5154060,18-25,579
5154,5154064,18-25,1068
5158,5158004,18-25,2967
5158,5158008,18-25,2012
5158,5158012,18-25,1803
5158,5158016,18-25,3533
5158,5158020,18-25,4033
5158,5158024,18-25,2649
5158,5158026,18-25,2854
5158,5158028,18-25,5600
5158,5158032,18-25,6278
5158,5158036,18-25,1488
5162,5162004,18-25,4788
5162,5162008,18-25,4816
5162,5162012,18-25,1503
5162,5162016,18-25,2688
5162,5162020,18-25,1990
5162,5162022,18-25,3366
5162,5162024,18-25,11059
5162,5162028,18-25,937
5166,5166004,18-25,1168
5166,5166008,18-25,1011
5166,5166012,18-25,2475
5166,5166016,18-25,3225
5166,5166020,18-25,1068
5166,5166024,18-25,1445
5166,5166028,18-25,2012
5166,5166032,18-25,5798
5166,5166036,18-25,3813
5170,5170004,18-25,853
5170,5170008,18-25,4589
5170,5170012,18-25,1936
5170,5170016,18-25,860
5170,5170020,18-25,2835
5170,5170024,18-25,7006
5170,5170028,18-25,1754
5170,5170032,18-25,2209
5170,5170036,18-25,949
5170,5170040,18-25,632
5170,5170044,18-25,2608
5170,5170048,18-25,4350
5170,5170052,18-25,1532
5334,5334002,18-25,37064
5334,5334004,18-25,3808
5334,5334008,18-25,2168
5334,5334012,18-25,4474
5334,5334016,18-25,3406
5334,5334020,18-25,819
5334,5334024,18-25,569
5334,5334028,18-25,1158
5334,5334032,18-25,4427
5334,5334036,18-25,2881
5358,5358004,18-25,1175
5358,5358008,18-25,7738
5358,5358012,18-25,274
5358,5358016,18-25,633
5358,5358020,18-25,522
5358,5358024,18-25,3159
5358,5358028,18-25,1248
5358,5358032,18-25,1041
5358,5358036,18-25,997
5358,5358040,18-25,736
5358,5358044,18-25,748
5358,5358048,18-25,1070
5358,5358052,18-25,818
5358,5358056,18-25,568
5358,5358060,18-25,700
5362,5362004,18-25,1732
5362,5362008,18-25,4796
5362,5362012,18-25,3236
5362,5362016,18-25,1684
5362,5362020,18-25,3416
5362,5362024,18-25,3519
5362,5362028,18-25,4865
5362,5362032,18-25,4972
5362,5362036,18-25,3563
5362,5362040,18-25,2930
5366,5366004,18-25,1131
5366,5366008,18-25,640
5366,5366012,18-25,300
5366,5366016,18-25,4490
5366,5366020,18-25,616
5366,5366024,18-25,847
5366,5366028,18-25,2002
5366,5366032,18-25,600
5366,5366036,18-25,1098
5366,5366040,18-25,1186
5366,5366044,18-25,1536
5370,5370004,18-25,3029
5370,5370008,18-25,931
5370,5370012,18-25,2323
5370,5370016,18-25,3275
5370,5370020,18-25,3222
5370,5370024,18-25,780
5370,5370028,18-25,1972
5370,5370032,18-25,627
5370,5370036,18-25,1297
5370,5370040,18-25,2049
5374,5374004,18-25,1599
5374,5374008,18-25,1412
5374,5374012,18-25,4535
5374,5374016,18-25,1128
5374,5374020,18-25,1687
5374,5374024,18-25,1090
5374,5374028,18-25,808
5374,5374032,18-25,1279
5374,5374036,18-25,1642
5374,5374040,18-25,1482
5374,5374044,18-25,1561
5374,5374048,18-25,1889
5374,5374052,18-25,1660
5378,5378004,18-25,7713
5378,5378008,18-25,1374
5378,5378012,18-25,1622
5378,5378016,18-25,1910
5378,5378020,18-25,1020
5378,5378024,18-25,1967
5378,5378028,18-25,2044
5378,5378032,18-25,2363
5382,5382004,18-25,1837
5382,5382008,18-25,2255
5382,5382012,18-25,3820
5382,5382016,18-25,1402
5382,5382020,18-25,3599
5382,5382024,18-25,2997
5382,5382028,18-25,2302
5382,5382032,18-25,1726
5382,5382036,18-25,1057
5382,5382040,18-25,1340
5382,5382044,18-25,2911
5382,5382048,18-25,2015
5382,5382052,18-25,870
5382,5382056,18-25,4386
5382,5382060,18-25,3318
5382,5382064,18-25,1221
5382,5382068,18-25,5772
5382,5382072,18-25,1389
5382,5382076,18-25,1538
5554,5554004,18-25,3597
5554,5554008,18-25,5832
5554,5554012,18-25,3456
5554,5554016,18-25,1460
5554,5554020,18-25,4243
5554,5554024,18-25,771
5554,5554028,18-25,665
5554,5554032,18-25,850
5554,5554036,18-25,637
5554,5554040,18-25,808
5554,5554044,18-25,1137
5554,5554048,18-25,1478
5554,5554052,18-25,700
5554,5554056,18-25,1770
5554,5554060,18-25,754
5554,5554064,18-25,1163
5554,5554068,18-25,1992
5558,5558004,18-25,1174
5558,5558008,18-25,943
5558,5558012,18-25,2999
5558,5558016,18-25,3776
5558,5558020,18-25,917
5558,5558024,18-25,1917
5558,5558028,18-25,829
5558,5558032,18-25,1493
5558,5558036,18-25,921
5558,5558040,18-25,904
5558,5558044,18-25,1553
5562,5562004,18-25,5379
5562,5562008,18-25,2451
5562,5562012,18-25,5411
5562,5562014,18-25,5972
5562,5562016,18-25,2647
5562,5562020,18-25,4650
5562,5562024,18-25,6101
5562,5562028,18-25,2504
5562,5562032,18-25,8219
5562,5562036,18-25,2065
5566,5566004,18-25,870
5566,5566008,18-25,3134
5566,5566012,18-25,2843
5566,5566016,18-25,1822
5566,5566020,18-25,741
5566,5566024,18-25,575
5566,5566028,18-25,4309
5566,5566032,18-25,487
5566,5566036,18-25,563
5566,5566040,18-25,1774
5566,5566044,18-25,668
5566,5566048,18-25,1121
5566,5566052,18-25,541
5566,5566056,18-25,1080
5566,5566060,18-25,1205
5566,5566064,18-25,795
5566,5566068,18-25,1667
5566,5566072,18-25,1080
5566,5566076,18-25,6287
5566,5566080,18-25,605
5566,5566084,18-25,3151
5566,5566088,18-25,586
5566,5566092,18-25,801
5566,5566096,18-25,666
5570,5570004,18-25,4428
5570,5570008,18-25,2865
5570,5570012,18-25,572
5570,5570016,18-25,1156
5570,5570020,18-25,1460
5570,5570024,18-25,757
5570,5570028,18-25,2310
5570,5570032,18-25,933
5570,5570036,18-25,1277
5570,5570040,18-25,1039
5570,5570044,18-25,1396
5570,5570048,18-25,942
5570,5570052,18-25,2726
5754,5754004,18-25,734
5754,5754008,18-25,7757
5754,5754012,18-25,1659
5754,5754016,18-25,2211
5754,5754020,18-25,1324
5754,5754024,18-25,731
5754,5754028,18-25,4294
5754,5754032,18-25,2537
5754,5754036,18-25,2257
5754,5754040,18-25,1614
5754,5754044,18-25,2178
5754,5754048,18-25,1866
5754,5754052,18-25,853
5758,5758004,18-25,3529
5758,5758008,18-25,1564
5758,5758012,18-25,5240
5758,5758016,18-25,1421
5758,5758020,18-25,1222
5758,5758024,18-25,3034
5758,5758028,18-25,755
5758,5758032,18-25,1071
5758,5758036,18-25,1389
5762,5762004,18-25,1319
5762,5762008,18-25,974
5762,5762012,18-25,736
5762,5762016,18-25,1385
5762,5762020,18-25,2285
5762,5762024,18-25,389
5762,5762028,18-25,518
5762,5762032,18-25,1054
5762,5762036,18-25,1816
5762,5762040,18-25,663
5766,5766004,18-25,1056
5766,5766008,18-25,3748
5766,5766012,18-25,706
5766,5766016,18-25,1214
5766,5766020,18-25,6179
5766,5766024,18-25,601
5766,5766028,18-25,781
5766,5766032,18-25,1311
5766,5766036,18-25,1092
5766,5766040,18-25,2753
5766,5766044,18-25,3617
5766,5766048,18-25,1221
5766,5766052,18-25,748
5766,5766056,18-25,1322
5766,5766060,18-25,712
5766,5766064,18-25,727
5770,5770004,18-25,3573
5770,5770008,18-25,2220
5770,5770012,18-25,1132
5770,5770016,18-25,1080
5770,5770020,18-25,2040
5770,5770024,18-25,6552
5770,5770028,18-25,1887
5770,5770032,18-25,2707
5770,5770036,18-25,965
5770,5770040,18-25,1153
5770,5770044,18-25,935
5774,5774004,18-25,738
5774,5774008,18-25,1218
5774,5774012,18-25,1061
5774,5774016,18-25,1826
5774,5774020,18-25,2725
5774,5774024,18-25,1372
5774,5774028,18-25,856
5774,5774032,18-25,15235
5774,5774036,18-25,1955
5774,5774040,18-25,1059
5954,5954004,18-25,612
5954,5954008,18-25,2200
5954,5954012,18-25,2346
5954,5954016,18-25,3698
5954,5954020,18-25,1464
5954,5954024,18-25,2019
5954,5954028,18-25,1683
5954,5954032,18-25,1992
5954,5954036,18-25,7445
5958,5958004,18-25,5374
5958,5958008,18-25,936
5958,5958012,18-25,1900
5958,5958016,18-25,733
5958,5958020,18-25,326
5958,5958024,18-25,1524
5958,5958028,18-25,580
5958,5958032,18-25,2386
5958,5958036,18-25,1201
5958,5958040,18-25,2159
5958,5958044,18-25,2191
5958,5958048,18-25,1003
5962,5962004,18-25,1310
5962,5962008,18-25,876
5962,5962012,18-25,1179
5962,5962016,18-25,2330
5962,5962020,18-25,447
5962,5962024,18-25,7286
5962,5962028,18-25,1297
5962,5962032,18-25,5474
5962,5962036,18-25,1637
5962,5962040,18-25,4000
5962,5962044,18-25,499
5962,5962048,18-25,897
5962,5962052,18-25,1934
5962,5962056,18-25,708
5962,5962060,18-25,1484
5966,5966004,18-25,1869
5966,5966008,18-25,931
5966,5966012,18-25,1450
5966,5966016,18-25,974
5966,5966020,18-25,2051
5966,5966024,18-25,1741
5966,5966028,18-25,1582
5970,5970004,18-25,1437
5970,5970008,18-25,1244
5970,5970012,18-25,540
5970,5970016,18-25,1291
5970,5970020,18-25,1130
5970,5970024,18-25,2444
5970,5970028,18-25,1012
5970,5970032,18-25,1840
5970,5970036,18-25,1114
5970,5970040,18-25,11011
5970,5970044,18-25,1498
5974,5974004,18-25,805
5974,5974008,18-25,779
5974,5974012,18-25,936
5974,5974016,18-25,1205
5974,5974020,18-25,2106
5974,5974024,18-25,969
5974,5974028,18-25,5075
5974,5974032,18-25,843
5974,5974036,18-25,847
5974,5974040,18-25,3918
5974,5974044,18-25,1743
5974,5974048,18-25,922
5974,5974052,18-25,2469
5974,5974056,18-25,1056
5978,5978004,18-25,4009
5978,5978008,18-25,1449
5978,5978012,18-25,1469
5978,5978016,18-25,1215
5978,5978020,18-25,3185
5978,5978024,18-25,6960
5978,5978028,18-25,3312
5978,5978032,18-25,1951
5978,5978036,18-25,3681
5978,5978040,18-25,2119
6431,6431001,18-25,176
6431,6431002,18-25,2924
6431,6431003,18-25,657
6431,6431004,18-25,716
